MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Year,Month,Day,DayOfWeek,Hour,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
13.4,30.4,0.0,0.0,0.0,4,30.0,11,3,17.0,6.0,48.0,22.0,1011.8,1008.7,0.0,0.0,20.4,28.8,0.0,1.0,2008,12,11,3,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
15.9,21.7,2.2,0.0,0.0,6,31.0,5,2,15.0,13.0,89.0,91.0,1010.5,1004.2,8.0,8.0,15.9,17.0,1.0,1.0,2008,12,12,4,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
15.9,18.6,15.6,0.0,0.0,14,61.0,7,7,28.0,28.0,76.0,93.0,994.3,993.0,8.0,8.0,17.4,15.8,1.0,1.0,2008,12,13,5,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
12.6,21.0,3.6,0.0,0.0,13,44.0,14,12,24.0,20.0,65.0,43.0,1001.2,1001.8,0.0,7.0,15.8,19.8,1.0,0.0,2008,12,14,6,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
8.4,24.6,0.0,0.0,0.0,0,0.0,9,15,4.0,30.0,57.0,32.0,1009.7,1008.7,0.0,0.0,15.9,23.5,0.0,0.0,2008,12,15,0,0,-2.4492935982947064e-16,1.0,0.0,1.0
9.8,27.7,0.0,0.0,0.0,15,50.0,0,15,0.0,22.0,50.0,28.0,1013.4,1010.3,0.0,0.0,17.3,26.2,0.0,0.0,2008,12,16,1,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
14.1,20.9,0.0,0.0,0.0,2,22.0,12,1,11.0,9.0,69.0,82.0,1012.2,1010.4,8.0,1.0,17.2,18.1,0.0,1.0,2008,12,17,2,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
13.5,22.9,16.8,0.0,0.0,14,63.0,4,15,6.0,20.0,80.0,65.0,1005.8,1002.2,8.0,1.0,18.0,21.5,1.0,1.0,2008,12,18,3,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
11.2,22.5,10.6,0.0,0.0,11,43.0,16,13,24.0,17.0,47.0,32.0,1009.4,1009.7,0.0,2.0,15.5,21.0,1.0,0.0,2008,12,19,4,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
9.8,25.6,0.0,0.0,0.0,11,26.0,10,7,17.0,6.0,45.0,26.0,1019.2,1017.1,0.0,0.0,15.8,23.2,0.0,0.0,2008,12,20,5,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
11.5,29.3,0.0,0.0,0.0,9,24.0,10,10,9.0,9.0,56.0,28.0,1019.3,1014.8,0.0,0.0,19.1,27.3,0.0,0.0,2008,12,21,6,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
17.1,33.0,0.0,0.0,0.0,5,43.0,5,4,17.0,22.0,38.0,28.0,1013.6,1008.1,0.0,1.0,24.5,31.6,0.0,0.0,2008,12,22,0,0,-2.4492935982947064e-16,1.0,0.0,1.0
20.5,31.8,0.0,0.0,0.0,15,41.0,14,14,19.0,20.0,54.0,24.0,1007.8,1005.7,0.0,0.0,23.8,30.8,0.0,0.0,2008,12,23,1,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
15.3,30.9,0.0,0.0,0.0,4,33.0,3,8,6.0,13.0,55.0,23.0,1011.0,1008.2,5.0,0.0,20.9,29.0,0.0,0.0,2008,12,24,2,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
12.6,32.4,0.0,0.0,0.0,14,43.0,1,14,4.0,19.0,49.0,17.0,1012.9,1010.1,0.0,0.0,21.5,31.2,0.0,0.0,2008,12,25,3,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
16.2,33.9,0.0,0.0,0.0,16,35.0,10,16,9.0,13.0,45.0,19.0,1010.9,1007.6,0.0,1.0,23.2,33.0,0.0,0.0,2008,12,26,4,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
16.9,33.0,0.0,0.0,0.0,16,57.0,0,14,0.0,26.0,41.0,28.0,1006.8,1003.6,0.0,1.0,26.6,31.2,0.0,0.0,2008,12,27,5,0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
20.1,32.7,0.0,0.0,0.0,15,48.0,4,15,13.0,30.0,56.0,15.0,1005.2,1001.7,0.0,0.0,24.6,32.1,0.0,0.0,2008,12,28,6,0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
19.7,27.2,0.0,0.0,0.0,15,46.0,8,16,19.0,30.0,49.0,22.0,1004.8,1004.2,0.0,0.0,21.6,26.1,0.0,1.0,2008,12,29,0,0,-2.4492935982947064e-16,1.0,0.0,1.0
12.5,24.2,1.2,0.0,0.0,15,50.0,16,13,11.0,22.0,78.0,70.0,1005.6,1003.4,8.0,8.0,12.5,18.2,1.0,0.0,2008,12,30,1,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
12.0,24.4,0.8,0.0,0.0,14,39.0,15,15,17.0,17.0,48.0,28.0,1006.1,1005.1,1.0,0.0,16.9,22.7,0.0,0.0,2008,12,31,2,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
11.3,26.5,0.0,0.0,0.0,15,56.0,14,15,19.0,31.0,46.0,26.0,1004.5,1003.2,0.0,0.0,19.7,25.7,0.0,0.0,2009,1,1,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
9.6,23.9,0.0,0.0,0.0,14,41.0,16,12,19.0,11.0,44.0,22.0,1014.4,1013.1,0.0,0.0,14.9,22.1,0.0,0.0,2009,1,2,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
10.5,28.8,0.0,0.0,0.0,11,26.0,11,1,11.0,7.0,43.0,22.0,1018.7,1014.8,0.0,0.0,17.1,26.5,0.0,0.0,2009,1,3,5,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
12.3,34.6,0.0,0.0,0.0,15,37.0,11,8,6.0,17.0,41.0,12.0,1015.1,1010.3,0.0,0.0,20.7,33.9,0.0,0.0,2009,1,4,6,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
12.9,35.8,0.0,0.0,0.0,15,41.0,2,8,6.0,26.0,41.0,9.0,1012.6,1009.2,0.0,0.0,22.4,34.4,0.0,0.0,2009,1,5,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
13.7,37.9,0.0,0.0,0.0,14,52.0,10,15,4.0,26.0,33.0,8.0,1010.9,1006.7,0.0,0.0,23.1,36.8,0.0,0.0,2009,1,6,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
16.1,38.9,0.0,0.0,0.0,14,57.0,1,14,6.0,30.0,34.0,12.0,1007.0,1002.7,0.0,0.0,25.2,38.4,0.0,0.0,2009,1,7,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
14.0,28.3,0.0,0.0,0.0,14,48.0,14,16,17.0,24.0,43.0,15.0,1011.9,1010.9,0.0,0.0,17.9,27.6,0.0,0.0,2009,1,8,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
12.5,28.4,0.0,0.0,0.0,5,37.0,11,9,20.0,9.0,38.0,16.0,1017.8,1013.7,0.0,0.0,17.2,26.6,0.0,0.0,2009,1,9,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
17.0,30.8,0.0,0.0,0.0,5,37.0,6,1,15.0,11.0,36.0,24.0,1013.4,1008.1,0.0,0.0,20.2,29.3,0.0,0.0,2009,1,10,5,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
16.9,32.0,0.0,0.0,0.0,9,31.0,11,4,13.0,17.0,52.0,31.0,1009.9,1006.8,0.0,0.0,22.8,30.0,0.0,0.0,2009,1,11,6,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
17.3,34.7,0.0,0.0,0.0,13,35.0,10,16,7.0,15.0,48.0,16.0,1014.1,1012.1,0.0,0.0,24.2,33.2,0.0,0.0,2009,1,12,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
17.2,37.7,0.0,0.0,0.0,7,35.0,10,8,7.0,17.0,51.0,19.0,1015.7,1010.9,0.0,0.0,24.3,35.7,0.0,0.0,2009,1,13,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
17.4,43.0,0.0,0.0,0.0,8,39.0,11,12,7.0,17.0,40.0,8.0,1011.6,1006.9,0.0,0.0,25.6,41.5,0.0,0.0,2009,1,14,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
19.8,32.7,0.0,0.0,0.0,15,44.0,14,14,20.0,28.0,34.0,28.0,1008.4,1009.2,0.0,0.0,27.6,27.1,0.0,0.0,2009,1,15,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
14.9,26.7,0.0,0.0,0.0,13,56.0,16,13,20.0,31.0,46.0,20.0,1014.1,1012.7,0.0,0.0,18.0,25.5,0.0,0.0,2009,1,16,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
10.5,28.4,0.0,0.0,0.0,10,33.0,10,13,19.0,11.0,35.0,16.0,1019.7,1017.4,0.0,0.0,16.0,25.8,0.0,0.0,2009,1,17,5,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
11.3,32.2,0.0,0.0,0.0,15,28.0,2,12,17.0,15.0,34.0,17.0,1019.7,1016.2,0.0,0.0,20.9,30.5,0.0,0.0,2009,1,18,6,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
13.9,36.6,0.0,0.0,0.0,15,39.0,11,6,2.0,15.0,39.0,10.0,1015.8,1010.6,0.0,0.0,22.0,34.4,0.0,0.0,2009,1,19,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
18.6,39.9,0.0,0.0,0.0,7,61.0,11,15,9.0,20.0,36.0,21.0,1010.1,1004.8,0.0,0.0,26.8,37.7,0.0,0.0,2009,1,20,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
19.3,38.1,0.8,0.0,0.0,7,61.0,5,16,15.0,17.0,48.0,17.0,1009.6,1005.9,0.0,0.0,27.3,36.1,0.0,0.0,2009,1,21,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
24.4,34.0,0.6,0.0,0.0,8,98.0,4,7,26.0,48.0,60.0,39.0,1005.3,997.8,4.0,1.0,26.1,33.1,0.0,1.0,2009,1,22,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
18.8,35.2,6.4,0.0,0.0,15,52.0,9,8,6.0,28.0,43.0,28.0,1007.9,1003.9,0.0,0.0,22.8,33.0,1.0,0.0,2009,1,23,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
20.8,30.6,0.0,0.0,0.0,14,54.0,14,14,30.0,28.0,41.0,21.0,1005.4,1007.6,0.0,0.0,23.3,29.7,0.0,0.0,2009,1,24,5,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
14.0,34.3,0.0,0.0,0.0,16,24.0,3,11,7.0,13.0,44.0,10.0,1016.5,1014.6,0.0,0.0,21.2,32.1,0.0,0.0,2009,1,25,6,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
15.7,38.4,0.0,0.0,0.0,9,33.0,11,16,7.0,7.0,48.0,12.0,1017.7,1014.6,0.0,0.0,23.4,36.5,0.0,0.0,2009,1,26,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
18.5,38.2,0.0,0.0,0.0,6,31.0,10,7,9.0,17.0,48.0,25.0,1017.8,1014.1,0.0,0.0,25.8,36.2,0.0,0.0,2009,1,27,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
20.4,40.7,0.0,0.0,0.0,4,37.0,1,6,7.0,13.0,45.0,15.0,1014.9,1011.6,0.0,0.0,28.2,39.2,0.0,0.0,2009,1,28,2,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
21.8,41.5,0.0,0.0,0.0,13,24.0,3,9,6.0,11.0,38.0,13.0,1015.7,1011.8,0.0,0.0,29.0,40.1,0.0,0.0,2009,1,29,3,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
22.3,42.9,0.0,0.0,0.0,6,28.0,3,10,9.0,11.0,37.0,11.0,1014.6,1010.2,0.0,0.0,29.2,41.2,0.0,0.0,2009,1,30,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
22.0,42.7,0.0,0.0,0.0,3,48.0,3,13,4.0,4.0,33.0,11.0,1014.2,1010.5,0.0,0.0,29.9,42.0,0.0,0.0,2009,1,31,5,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
28.0,43.1,0.0,0.0,0.0,13,83.0,10,1,15.0,9.0,27.0,9.0,1012.5,1008.7,0.0,0.0,32.4,41.9,0.0,0.0,2009,2,1,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
24.4,38.3,0.2,0.0,0.0,13,56.0,5,8,19.0,7.0,32.0,21.0,1011.7,1007.4,0.0,0.0,28.8,37.1,0.0,0.0,2009,2,2,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
21.5,37.7,0.0,0.0,0.0,0,0.0,4,0,13.0,9.0,51.0,21.0,1009.2,1005.7,0.0,0.0,27.2,36.2,0.0,0.0,2009,2,3,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
21.7,36.9,0.0,0.0,0.0,0,0.0,0,0,11.0,11.0,53.0,26.0,1008.8,1004.7,0.0,0.0,25.5,35.2,0.0,0.0,2009,2,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
21.5,41.2,0.0,0.0,0.0,16,35.0,11,9,7.0,19.0,48.0,15.0,1005.9,1002.6,0.0,0.0,26.5,39.7,0.0,0.0,2009,2,5,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
23.5,42.2,0.0,0.0,0.0,14,37.0,10,14,6.0,15.0,39.0,8.0,1008.0,1005.0,0.0,0.0,28.7,41.6,0.0,0.0,2009,2,6,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
22.3,44.8,0.0,0.0,0.0,7,59.0,10,8,9.0,33.0,36.0,11.0,1008.2,1003.8,0.0,0.0,29.6,43.4,0.0,0.0,2009,2,7,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
28.3,40.2,0.0,0.0,0.0,8,52.0,4,14,9.0,22.0,20.0,19.0,1007.0,1006.5,0.0,5.0,34.5,38.5,0.0,0.0,2009,2,8,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
18.4,31.2,0.4,0.0,0.0,10,37.0,13,16,7.0,11.0,66.0,31.0,1009.3,1007.8,7.0,8.0,18.7,29.4,0.0,0.0,2009,2,9,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
14.9,27.3,0.0,0.0,0.0,11,41.0,11,10,20.0,13.0,50.0,30.0,1011.6,1008.5,0.0,1.0,17.4,25.8,0.0,0.0,2009,2,10,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
13.5,26.7,0.0,0.0,0.0,11,46.0,11,1,19.0,11.0,45.0,24.0,1012.8,1011.1,0.0,0.0,16.7,24.9,0.0,0.0,2009,2,11,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
16.1,21.6,0.0,0.0,0.0,10,46.0,11,5,11.0,15.0,58.0,69.0,1017.0,1017.3,2.0,8.0,17.0,17.3,0.0,1.0,2009,2,12,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
14.6,29.0,3.0,0.0,0.0,11,41.0,10,11,26.0,24.0,41.0,21.0,1023.3,1019.7,0.0,0.0,18.0,27.6,1.0,0.0,2009,2,13,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
12.4,29.2,0.0,0.0,0.0,5,39.0,9,0,7.0,0.0,37.0,18.0,1022.5,1016.4,0.0,0.0,18.3,28.5,0.0,0.0,2009,2,14,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
13.3,31.3,0.0,0.0,0.0,6,41.0,11,12,7.0,15.0,50.0,23.0,1016.2,1012.8,0.0,0.0,19.2,29.2,0.0,0.0,2009,2,15,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
17.2,31.1,0.0,0.0,0.0,1,35.0,10,3,17.0,11.0,43.0,22.0,1017.7,1013.8,0.0,0.0,21.4,29.5,0.0,0.0,2009,2,16,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
12.5,28.8,0.0,0.0,0.0,4,31.0,11,2,7.0,11.0,46.0,17.0,1017.2,1013.5,0.0,0.0,18.0,27.0,0.0,0.0,2009,2,17,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
18.0,32.0,0.0,0.0,0.0,8,31.0,2,13,4.0,13.0,44.0,22.0,1012.4,1007.5,0.0,0.0,22.1,30.7,0.0,0.0,2009,2,18,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
16.2,34.0,0.0,0.0,0.0,16,48.0,10,16,4.0,22.0,53.0,16.0,1007.8,1004.5,0.0,0.0,21.0,32.7,0.0,0.0,2009,2,19,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
18.7,29.1,0.0,0.0,0.0,12,41.0,7,11,7.0,17.0,45.0,39.0,1010.1,1010.8,0.0,0.0,21.5,26.8,0.0,0.0,2009,2,20,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
13.7,31.7,0.0,0.0,0.0,11,28.0,11,9,2.0,9.0,63.0,19.0,1012.5,1010.4,0.0,0.0,19.3,29.8,0.0,0.0,2009,2,21,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
15.5,33.2,0.0,0.0,0.0,8,31.0,9,15,11.0,15.0,49.0,23.0,1015.6,1012.4,0.0,0.0,20.9,31.3,0.0,0.0,2009,2,22,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
14.3,34.0,0.0,0.0,0.0,8,70.0,10,8,6.0,22.0,48.0,10.0,1013.0,1009.2,0.0,0.0,20.7,33.4,0.0,0.0,2009,2,23,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
12.9,29.6,0.0,0.0,0.0,15,46.0,13,15,7.0,24.0,54.0,14.0,1014.0,1012.7,6.0,7.0,18.7,28.6,0.0,0.0,2009,2,24,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
8.9,31.9,0.0,0.0,0.0,15,43.0,0,16,0.0,17.0,49.0,16.0,1016.6,1013.4,7.0,7.0,15.0,29.3,0.0,0.0,2009,2,25,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
15.0,32.7,0.0,0.0,0.0,3,26.0,3,9,15.0,2.0,43.0,19.0,1017.8,1015.0,0.0,0.0,20.7,30.5,0.0,0.0,2009,2,26,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
15.4,32.6,0.0,0.0,0.0,14,24.0,0,9,0.0,6.0,53.0,25.0,1016.2,1012.6,0.0,0.0,20.0,30.8,0.0,0.0,2009,2,27,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
16.0,34.5,0.0,0.0,0.0,16,44.0,1,0,6.0,0.0,44.0,14.0,1007.5,1004.6,0.0,0.0,22.2,33.6,0.0,0.0,2009,2,28,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
12.8,30.3,0.0,0.0,0.0,14,30.0,14,16,4.0,13.0,53.0,27.0,1010.5,1008.7,0.0,0.0,17.3,28.1,0.0,0.0,2009,3,1,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
13.2,31.9,0.0,0.0,0.0,7,35.0,9,2,6.0,9.0,53.0,25.0,1014.1,1011.6,0.0,0.0,18.0,29.8,0.0,0.0,2009,3,2,0,0,1.0,6.123233995736766e-17,0.0,1.0
18.0,31.1,0.0,0.0,0.0,15,52.0,5,6,15.0,26.0,58.0,35.0,1014.7,1009.0,5.0,0.0,23.0,29.2,0.0,0.0,2009,3,3,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
13.8,22.1,0.2,0.0,0.0,15,57.0,14,15,26.0,33.0,57.0,26.0,1014.5,1013.1,0.0,0.0,15.6,21.9,0.0,0.0,2009,3,4,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
11.5,22.0,0.0,0.0,0.0,13,50.0,16,14,19.0,33.0,60.0,33.0,1013.7,1011.8,0.0,0.0,13.9,21.4,0.0,0.0,2009,3,5,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
7.6,24.0,0.0,0.0,0.0,16,30.0,0,15,0.0,13.0,52.0,23.0,1014.5,1012.0,0.0,0.0,12.6,22.0,0.0,0.0,2009,3,6,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
8.3,27.9,0.0,0.0,0.0,14,37.0,9,14,4.0,20.0,58.0,22.0,1015.2,1012.4,0.0,0.0,13.3,27.0,0.0,0.0,2009,3,7,5,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
11.0,30.2,0.0,0.0,0.0,11,24.0,1,11,7.0,11.0,54.0,20.0,1017.0,1014.7,0.0,0.0,17.6,28.8,0.0,0.0,2009,3,8,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
13.8,31.8,0.0,0.0,0.0,6,24.0,11,5,6.0,17.0,49.0,28.0,1019.7,1015.9,0.0,0.0,18.6,30.5,0.0,0.0,2009,3,9,0,0,1.0,6.123233995736766e-17,0.0,1.0
15.5,32.0,0.0,0.0,0.0,5,50.0,3,1,2.0,4.0,51.0,25.0,1019.5,1016.2,0.0,0.0,20.1,30.8,0.0,1.0,2009,3,10,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
18.4,30.5,1.2,0.0,0.0,5,44.0,5,4,15.0,19.0,57.0,23.0,1021.3,1018.0,0.0,0.0,21.5,29.6,1.0,0.0,2009,3,11,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
20.9,25.7,0.0,0.0,0.0,14,37.0,2,9,11.0,9.0,52.0,90.0,1019.5,1018.9,0.0,8.0,22.2,18.8,0.0,1.0,2009,3,12,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
17.1,25.8,5.8,0.0,0.0,2,31.0,0,9,0.0,13.0,82.0,68.0,1017.4,1014.7,8.0,0.0,19.0,23.8,1.0,1.0,2009,3,13,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
16.4,27.0,3.0,0.0,0.0,13,69.0,1,4,9.0,22.0,82.0,74.0,1012.7,1008.0,0.0,4.0,19.9,19.7,1.0,1.0,2009,3,14,5,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
10.0,19.7,11.6,0.0,0.0,15,39.0,14,8,11.0,17.0,62.0,41.0,1013.4,1012.0,0.0,8.0,12.7,18.3,1.0,0.0,2009,3,15,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
8.8,21.9,0.0,0.0,0.0,14,39.0,9,15,2.0,20.0,78.0,34.0,1013.3,1011.6,0.0,6.0,12.2,20.5,0.0,0.0,2009,3,16,0,0,1.0,6.123233995736766e-17,0.0,1.0
8.4,25.3,0.0,0.0,0.0,15,35.0,11,16,9.0,17.0,78.0,34.0,1015.6,1013.2,0.0,0.0,12.1,23.9,0.0,0.0,2009,3,17,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
9.3,28.0,0.0,0.0,0.0,8,52.0,11,8,6.0,11.0,76.0,19.0,1017.4,1013.9,0.0,0.0,14.7,27.2,0.0,0.0,2009,3,18,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
