MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Year,Month,Day,DayOfWeek,Hour,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
6.4,14.1,1.6,1.4,1.4,4,72.0,4,4,33.0,43.0,74.0,55.0,1012.5,1009.2,7.0,7.0,8.3,13.0,1.0,0.0,2008,7,19,5,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
8.3,14.0,0.8,4.6,0.1,6,63.0,6,4,43.0,39.0,63.0,60.0,1004.4,1001.5,8.0,7.0,12.4,13.4,0.0,1.0,2008,7,20,6,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
8.5,13.4,13.8,2.4,4.9,13,70.0,12,12,31.0,35.0,78.0,44.0,1011.7,1017.7,7.0,6.0,10.0,11.7,1.0,1.0,2008,7,21,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
6.2,12.6,2.4,1.6,4.4,12,41.0,16,12,15.0,13.0,78.0,62.0,1029.0,1029.2,6.0,6.0,8.0,12.1,1.0,0.0,2008,7,22,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
6.6,11.9,0.8,1.2,1.4,11,24.0,0,11,0.0,17.0,85.0,77.0,1034.1,1031.9,7.0,7.0,8.1,10.8,0.0,0.0,2008,7,23,2,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
4.2,16.1,0.0,1.0,9.7,6,33.0,6,4,11.0,17.0,95.0,39.0,1031.2,1026.2,7.0,2.0,5.5,15.1,0.0,0.0,2008,7,24,3,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
3.8,16.1,0.0,2.0,9.5,6,37.0,4,6,20.0,24.0,78.0,46.0,1024.8,1020.4,6.0,5.0,5.3,14.8,0.0,0.0,2008,7,25,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
4.7,13.3,0.0,2.0,4.0,4,41.0,4,6,24.0,20.0,79.0,54.0,1017.3,1013.7,4.0,7.0,6.6,12.8,0.0,1.0,2008,7,26,5,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
6.6,10.2,8.2,2.0,0.0,9,31.0,16,12,11.0,13.0,91.0,80.0,1013.5,1012.5,7.0,7.0,7.8,9.9,1.0,1.0,2008,7,27,6,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
6.0,13.8,1.6,1.0,8.1,11,41.0,16,9,9.0,24.0,71.0,61.0,1021.6,1021.4,2.0,4.0,9.2,12.7,1.0,0.0,2008,7,28,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0
3.4,14.4,0.0,1.2,7.6,4,33.0,4,3,11.0,6.0,84.0,45.0,1023.0,1017.6,1.0,7.0,4.8,13.7,0.0,0.0,2008,7,29,1,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
4.4,15.2,0.0,1.4,7.5,4,56.0,4,6,28.0,31.0,76.0,41.0,1015.5,1012.1,1.0,3.0,6.5,14.6,0.0,0.0,2008,7,30,2,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
6.5,15.4,0.4,3.2,4.7,4,69.0,4,4,41.0,41.0,64.0,46.0,1011.6,1006.9,6.0,6.0,9.7,15.2,0.0,0.0,2008,7,31,3,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
9.7,14.7,0.4,3.8,5.2,16,80.0,8,16,28.0,43.0,70.0,67.0,999.7,1001.5,3.0,7.0,11.8,10.9,0.0,0.0,2008,8,1,4,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
8.6,15.3,0.6,3.0,6.0,16,46.0,14,16,19.0,26.0,78.0,55.0,1015.9,1016.1,5.0,6.0,9.8,14.6,0.0,0.0,2008,8,2,5,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
7.9,14.9,0.0,1.4,5.0,4,52.0,4,4,22.0,30.0,69.0,54.0,1019.2,1015.7,2.0,4.0,10.0,13.7,0.0,0.0,2008,8,3,6,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
9.7,13.6,0.2,2.8,1.0,6,54.0,4,6,17.0,26.0,61.0,52.0,1017.7,1018.1,7.0,7.0,11.1,13.4,0.0,0.0,2008,8,4,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
5.6,15.0,0.2,2.0,7.7,11,30.0,16,9,6.0,20.0,81.0,55.0,1024.4,1022.8,7.0,3.0,8.2,14.8,0.0,0.0,2008,8,5,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
7.2,16.6,0.0,1.8,7.6,8,35.0,4,6,13.0,17.0,89.0,43.0,1021.7,1017.0,7.0,7.0,9.1,15.7,0.0,0.0,2008,8,6,2,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
6.8,15.4,0.0,1.8,5.7,14,41.0,12,9,2.0,15.0,70.0,52.0,1017.6,1017.0,6.0,6.0,9.0,14.5,0.0,0.0,2008,8,7,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
4.4,14.7,0.4,2.2,8.0,7,35.0,7,8,19.0,24.0,61.0,41.0,1021.8,1018.9,2.0,6.0,6.8,14.0,0.0,1.0,2008,8,8,4,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
5.3,13.4,1.8,2.8,7.6,7,46.0,4,8,17.0,22.0,73.0,44.0,1021.0,1016.7,1.0,7.0,7.2,12.5,1.0,1.0,2008,8,9,5,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
5.6,12.2,4.8,1.6,2.4,13,70.0,14,16,19.0,24.0,83.0,66.0,1013.9,1013.0,8.0,6.0,5.7,9.1,1.0,1.0,2008,8,10,6,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
5.1,13.5,11.4,2.0,5.2,16,50.0,14,16,19.0,30.0,75.0,57.0,1020.1,1019.7,7.0,6.0,8.4,12.0,1.0,0.0,2008,8,11,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
7.3,13.2,0.6,1.8,4.5,14,63.0,7,14,13.0,26.0,60.0,69.0,1020.2,1019.0,6.0,7.0,9.8,12.6,0.0,1.0,2008,8,12,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
5.5,13.0,1.6,2.0,8.4,16,46.0,14,14,24.0,31.0,68.0,48.0,1027.1,1025.8,1.0,7.0,7.5,12.6,1.0,0.0,2008,8,13,2,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
7.4,14.1,0.2,1.6,3.7,16,56.0,16,16,31.0,39.0,75.0,65.0,1025.1,1021.7,7.0,7.0,10.2,13.3,0.0,0.0,2008,8,14,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
9.9,14.2,0.2,2.2,1.4,16,50.0,16,11,26.0,19.0,77.0,80.0,1018.5,1015.9,7.0,7.0,11.4,13.1,0.0,1.0,2008,8,15,4,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
8.5,14.3,2.2,3.6,2.5,12,52.0,13,12,28.0,28.0,87.0,60.0,1017.6,1018.9,7.0,6.0,9.5,12.8,1.0,1.0,2008,8,16,5,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
7.8,12.9,4.2,1.4,2.8,13,31.0,13,12,24.0,17.0,83.0,56.0,1025.6,1025.3,5.0,7.0,8.6,11.5,1.0,0.0,2008,8,17,6,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
6.7,14.3,0.4,1.4,7.1,13,41.0,14,13,24.0,20.0,76.0,55.0,1026.8,1025.9,6.0,6.0,8.9,13.5,0.0,0.0,2008,8,18,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
6.2,15.2,0.0,2.4,6.1,7,50.0,4,8,30.0,28.0,68.0,46.0,1026.8,1023.1,7.0,7.0,9.8,14.9,0.0,0.0,2008,8,19,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
9.7,15.3,0.0,3.0,0.7,7,52.0,4,4,30.0,33.0,61.0,43.0,1022.4,1019.2,7.0,7.0,11.8,15.0,0.0,0.0,2008,8,20,2,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
9.7,9.9,0.0,3.0,0.0,12,41.0,14,9,9.0,13.0,74.0,86.0,1018.3,1018.7,8.0,8.0,9.8,8.6,0.0,1.0,2008,8,21,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
5.9,12.8,14.0,1.0,5.7,9,46.0,13,9,17.0,31.0,65.0,55.0,1025.3,1025.7,5.0,7.0,9.4,11.7,1.0,0.0,2008,8,22,4,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
4.8,14.2,0.6,1.6,5.7,16,26.0,16,10,19.0,11.0,83.0,59.0,1030.2,1029.1,7.0,7.0,7.5,13.8,0.0,0.0,2008,8,23,5,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
7.4,14.2,0.2,0.8,0.2,14,20.0,16,11,17.0,9.0,75.0,46.0,1031.9,1029.8,7.0,6.0,10.5,13.6,0.0,0.0,2008,8,24,6,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
3.2,14.3,0.0,1.6,5.1,4,37.0,4,4,19.0,26.0,75.0,48.0,1028.1,1023.5,2.0,7.0,6.0,13.3,0.0,0.0,2008,8,25,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0
5.9,17.3,0.0,3.2,6.0,14,46.0,4,16,28.0,26.0,45.0,32.0,1020.9,1021.1,3.0,5.0,12.1,16.2,0.0,0.0,2008,8,26,1,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336
7.4,15.3,0.0,2.6,5.8,12,30.0,16,12,9.0,19.0,67.0,60.0,1030.3,1029.2,6.0,6.0,10.0,13.5,0.0,0.0,2008,8,27,2,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
9.3,14.9,0.0,1.6,2.9,11,26.0,14,11,6.0,13.0,77.0,63.0,1030.5,1027.1,7.0,5.0,10.8,14.0,0.0,0.0,2008,8,28,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419
7.3,19.3,0.4,1.4,10.0,4,41.0,4,6,19.0,22.0,81.0,32.0,1025.8,1020.9,1.0,3.0,8.9,18.4,0.0,0.0,2008,8,29,4,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
8.6,18.2,0.0,4.0,1.9,4,80.0,6,4,37.0,41.0,51.0,46.0,1015.7,1009.7,7.0,7.0,14.1,16.2,0.0,0.0,2008,8,30,5,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
13.0,18.6,0.4,2.2,3.6,15,72.0,7,14,19.0,46.0,68.0,69.0,1007.0,1007.2,7.0,6.0,14.3,11.9,0.0,0.0,2008,8,31,6,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
8.0,16.4,0.8,4.2,7.8,8,61.0,7,7,13.0,33.0,66.0,40.0,1020.0,1018.8,2.0,7.0,10.2,15.4,0.0,0.0,2008,9,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
10.1,17.2,0.8,3.8,4.9,4,43.0,4,12,11.0,17.0,77.0,55.0,1025.8,1027.2,7.0,7.0,11.5,14.1,0.0,0.0,2008,9,2,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
9.2,15.8,0.4,3.4,10.4,10,33.0,10,9,22.0,24.0,46.0,44.0,1035.6,1033.5,2.0,1.0,11.2,15.1,0.0,0.0,2008,9,3,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
5.4,18.5,0.0,3.0,6.5,11,30.0,4,3,4.0,13.0,78.0,43.0,1034.4,1029.2,7.0,3.0,7.5,17.8,0.0,0.0,2008,9,4,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
7.5,19.0,0.0,2.4,1.2,6,37.0,6,7,17.0,15.0,70.0,36.0,1026.1,1022.1,6.0,7.0,9.9,17.5,0.0,0.0,2008,9,5,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
7.3,18.9,0.0,2.6,7.3,11,26.0,16,9,7.0,17.0,65.0,45.0,1021.9,1018.4,2.0,4.0,11.7,18.0,0.0,0.0,2008,9,6,5,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
10.2,17.5,0.0,2.2,5.6,12,41.0,14,11,15.0,28.0,74.0,67.0,1020.0,1019.0,7.0,7.0,11.6,14.4,0.0,0.0,2008,9,7,6,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
9.7,15.2,0.2,1.6,6.3,11,39.0,12,9,19.0,28.0,51.0,47.0,1025.0,1025.2,7.0,5.0,12.1,13.5,0.0,0.0,2008,9,8,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
10.3,14.6,0.2,3.0,0.3,9,30.0,13,11,13.0,17.0,47.0,43.0,1028.2,1025.9,7.0,7.0,11.4,13.9,0.0,0.0,2008,9,9,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
6.0,19.7,0.0,2.2,9.2,4,44.0,4,6,7.0,17.0,62.0,29.0,1022.8,1017.2,6.0,1.0,9.4,18.5,0.0,0.0,2008,9,10,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
9.3,18.9,0.0,5.0,5.7,4,67.0,4,4,46.0,39.0,32.0,24.0,1014.8,1009.9,4.0,7.0,14.5,17.3,0.0,0.0,2008,9,11,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
14.0,24.5,0.0,11.4,6.9,4,91.0,4,4,65.0,39.0,36.0,31.0,1004.2,1000.6,6.0,3.0,17.4,23.1,0.0,0.0,2008,9,12,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
16.3,25.5,0.0,6.4,10.7,4,70.0,4,4,43.0,39.0,45.0,27.0,1008.6,1003.7,8.0,0.0,17.9,25.3,0.0,0.0,2008,9,13,5,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
15.5,18.8,0.0,9.2,6.5,15,70.0,15,8,35.0,26.0,42.0,27.0,1001.8,1003.5,1.0,7.0,15.8,16.8,0.0,0.0,2008,9,14,6,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
12.5,16.8,0.0,8.4,4.9,15,102.0,4,8,39.0,33.0,57.0,61.0,998.5,998.7,7.0,6.0,12.7,11.5,0.0,1.0,2008,9,15,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
7.2,14.3,2.0,3.8,7.1,16,50.0,14,9,30.0,13.0,57.0,53.0,1018.7,1021.7,6.0,7.0,9.7,11.8,1.0,0.0,2008,9,16,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
4.8,18.4,0.0,2.8,10.7,4,39.0,4,6,11.0,19.0,61.0,37.0,1026.0,1020.9,3.0,2.0,10.4,17.4,0.0,0.0,2008,9,17,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
8.9,18.9,0.0,4.6,3.8,4,69.0,4,4,37.0,41.0,45.0,29.0,1016.5,1011.6,7.0,8.0,14.6,18.2,0.0,0.0,2008,9,18,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
14.4,24.9,0.0,7.4,5.4,13,67.0,4,4,44.0,31.0,36.0,25.0,1008.4,1003.5,6.0,5.0,17.8,24.2,0.0,0.0,2008,9,19,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
10.8,19.2,0.2,7.4,7.9,14,63.0,7,14,31.0,33.0,54.0,26.0,1008.4,1008.9,7.0,6.0,14.8,17.8,0.0,0.0,2008,9,20,5,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
6.5,19.8,0.4,4.2,10.6,4,69.0,7,4,26.0,46.0,48.0,32.0,1015.8,1010.9,1.0,3.0,13.0,19.4,0.0,0.0,2008,9,21,6,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
12.9,23.1,0.0,10.6,3.8,4,83.0,4,16,56.0,31.0,31.0,85.0,1000.3,1000.1,6.0,8.0,18.8,13.9,0.0,1.0,2008,9,22,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
5.1,18.2,6.4,4.4,9.3,14,54.0,16,16,39.0,28.0,58.0,34.0,1018.2,1020.4,3.0,7.0,12.5,17.4,1.0,0.0,2008,9,23,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
7.2,18.6,0.0,3.0,10.1,16,30.0,16,9,19.0,17.0,64.0,43.0,1031.5,1028.4,5.0,3.0,12.4,18.1,0.0,0.0,2008,9,24,2,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
8.0,23.4,0.0,4.8,11.1,4,65.0,4,4,37.0,43.0,41.0,22.0,1028.1,1021.3,0.0,0.0,16.2,23.2,0.0,0.0,2008,9,25,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
14.7,28.2,0.0,10.0,9.1,4,63.0,4,8,35.0,28.0,41.0,13.0,1019.7,1014.7,7.0,7.0,17.4,27.9,0.0,0.0,2008,9,26,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
11.7,24.0,0.0,8.2,10.3,13,74.0,10,11,9.0,20.0,64.0,39.0,1016.9,1009.5,1.0,1.0,16.3,23.6,0.0,0.0,2008,9,27,5,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
11.6,20.7,0.0,5.8,7.4,14,61.0,13,16,20.0,26.0,55.0,35.0,1014.7,1011.8,7.0,6.0,13.8,19.7,0.0,0.0,2008,9,28,6,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
9.0,15.2,0.6,6.0,5.9,12,52.0,13,9,24.0,17.0,58.0,42.0,1019.6,1019.6,6.0,5.0,12.0,13.9,0.0,0.0,2008,9,29,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0
8.3,17.5,0.0,3.4,10.8,11,33.0,16,15,24.0,9.0,47.0,35.0,1021.6,1019.3,6.0,4.0,12.2,16.7,0.0,0.0,2008,9,30,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
6.7,22.4,0.0,4.0,4.5,4,74.0,4,6,44.0,37.0,33.0,23.0,1016.8,1010.6,7.0,7.0,15.5,20.9,0.0,0.0,2008,10,1,2,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
14.4,24.5,0.0,9.0,11.3,4,56.0,16,7,22.0,11.0,59.0,44.0,1014.5,1011.3,5.0,1.0,17.6,22.1,0.0,0.0,2008,10,2,3,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
10.9,26.2,0.0,6.0,5.0,15,59.0,4,14,35.0,24.0,40.0,81.0,1011.4,1013.4,1.0,7.0,21.7,16.7,0.0,1.0,2008,10,3,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
11.5,17.6,4.4,4.0,9.1,9,39.0,12,10,15.0,19.0,72.0,35.0,1017.9,1016.6,7.0,2.0,13.0,16.0,1.0,0.0,2008,10,4,5,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
5.7,21.8,0.0,4.2,12.0,7,41.0,4,12,11.0,9.0,63.0,26.0,1017.8,1012.4,0.0,1.0,10.5,20.9,0.0,0.0,2008,10,5,6,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
10.0,14.3,1.0,4.8,4.4,13,70.0,16,12,20.0,37.0,84.0,72.0,1010.4,1012.9,7.0,7.0,10.0,11.8,0.0,1.0,2008,10,6,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
8.0,16.0,2.0,4.4,2.5,14,46.0,14,13,22.0,26.0,64.0,45.0,1020.0,1017.9,7.0,7.0,10.3,15.9,1.0,0.0,2008,10,7,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
10.1,16.2,0.0,1.8,4.5,16,39.0,16,16,19.0,20.0,56.0,42.0,1022.5,1021.7,8.0,7.0,11.2,15.1,0.0,0.0,2008,10,8,2,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
10.1,20.0,0.0,3.6,10.5,11,30.0,15,8,13.0,13.0,55.0,37.0,1027.5,1025.4,5.0,1.0,12.5,18.7,0.0,0.0,2008,10,9,3,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
8.0,26.3,0.0,4.4,12.0,11,46.0,4,15,24.0,9.0,60.0,18.0,1028.0,1024.2,0.0,1.0,13.3,24.9,0.0,0.0,2008,10,10,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
9.7,27.9,0.0,6.4,9.8,4,52.0,4,8,31.0,28.0,62.0,18.0,1025.1,1021.1,2.0,4.0,14.7,27.1,0.0,0.0,2008,10,11,5,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
14.2,30.6,0.0,9.6,7.1,4,63.0,4,7,37.0,37.0,27.0,14.0,1019.4,1015.1,7.0,5.0,20.5,29.5,0.0,0.0,2008,10,12,6,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
15.7,19.3,0.0,14.2,4.9,4,59.0,13,12,30.0,20.0,61.0,38.0,1015.9,1017.9,7.0,2.0,16.1,19.2,0.0,0.0,2008,10,13,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
10.1,17.5,0.0,4.8,6.7,12,37.0,12,9,24.0,20.0,68.0,38.0,1023.5,1023.3,7.0,7.0,11.7,16.9,0.0,0.0,2008,10,14,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
