MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Year,Month,Day,DayOfWeek,Hour,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
16.1,26.1,0.0,6.4,10.6,3,41.0,3,10,20.0,20.0,87.0,64.0,1017.1,1014.7,7.0,5.0,17.9,25.2,0.0,0.0,2009,2,1,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
17.6,21.4,0.0,7.8,7.4,10,35.0,9,11,9.0,19.0,93.0,89.0,1012.6,1013.7,5.0,8.0,19.3,19.2,0.0,0.0,2009,2,2,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
15.9,24.0,0.0,4.4,9.5,1,39.0,3,3,20.0,28.0,83.0,64.0,1014.7,1012.2,8.0,1.0,17.4,23.1,0.0,0.0,2009,2,3,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
14.9,26.2,0.0,5.6,13.2,1,31.0,1,1,19.0,17.0,83.0,57.0,1009.7,1007.5,6.0,0.0,17.8,25.5,0.0,0.0,2009,2,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
13.4,20.4,0.0,9.0,7.9,0,0.0,16,12,17.0,15.0,84.0,68.0,1008.4,1010.6,5.0,6.0,17.2,20.4,0.0,0.0,2009,2,5,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
6.1,26.8,0.0,4.6,9.3,13,57.0,2,11,15.0,17.0,89.0,77.0,1009.5,1008.6,8.0,8.0,14.3,18.7,0.0,0.0,2009,2,6,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
14.3,33.8,0.0,6.2,8.9,16,67.0,3,13,9.0,15.0,82.0,74.0,1000.4,1003.2,0.0,0.0,20.4,21.5,0.0,0.0,2009,2,7,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
14.2,20.4,0.0,7.4,6.4,13,46.0,16,13,22.0,26.0,57.0,58.0,1013.6,1016.1,7.0,7.0,16.3,18.2,0.0,0.0,2009,2,8,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
12.1,17.9,0.0,5.2,11.1,12,35.0,9,12,17.0,22.0,53.0,44.0,1019.9,1019.7,5.0,2.0,14.0,16.6,0.0,1.0,2009,2,9,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
9.9,17.2,1.6,6.0,7.7,9,43.0,12,9,15.0,20.0,67.0,58.0,1020.5,1021.3,4.0,6.0,13.1,15.5,1.0,0.0,2009,2,10,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
11.9,16.7,0.0,2.6,1.7,9,39.0,9,9,19.0,17.0,56.0,62.0,1023.1,1023.3,8.0,8.0,13.1,14.1,0.0,0.0,2009,2,11,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
11.5,17.7,0.8,4.0,11.9,3,52.0,10,10,20.0,28.0,60.0,56.0,1024.5,1024.3,6.0,6.0,14.4,17.3,0.0,0.0,2009,2,12,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
13.5,22.9,0.0,5.4,12.7,1,50.0,1,3,30.0,20.0,54.0,48.0,1026.5,1024.3,1.0,0.0,16.4,22.1,0.0,0.0,2009,2,13,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
8.8,21.9,0.0,6.0,11.6,12,35.0,3,9,9.0,15.0,82.0,61.0,1023.0,1020.8,3.0,0.0,16.0,20.5,0.0,0.0,2009,2,14,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
15.3,21.0,0.0,5.0,10.1,3,52.0,3,10,28.0,31.0,80.0,72.0,1020.7,1020.5,5.0,6.0,17.4,18.8,0.0,0.0,2009,2,15,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
15.2,23.7,0.0,6.8,12.1,10,37.0,3,10,24.0,22.0,87.0,61.0,1019.7,1017.1,6.0,0.0,17.4,22.1,0.0,0.0,2009,2,16,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
14.5,25.8,0.0,5.2,12.1,3,31.0,2,10,19.0,20.0,80.0,52.0,1015.5,1013.6,4.0,1.0,17.0,24.8,0.0,0.0,2009,2,17,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
13.1,31.3,0.0,6.8,11.7,14,37.0,2,16,9.0,26.0,80.0,23.0,1011.5,1009.5,0.0,3.0,18.4,30.3,0.0,0.0,2009,2,18,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
12.0,27.6,0.0,8.6,12.1,16,43.0,6,14,7.0,22.0,83.0,65.0,1007.9,1007.5,1.0,0.0,17.7,22.5,0.0,0.0,2009,2,19,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
14.9,20.4,0.0,7.0,1.9,16,37.0,16,16,17.0,17.0,75.0,66.0,1014.2,1016.2,8.0,0.0,16.0,17.3,0.0,0.0,2009,2,20,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
15.1,18.9,0.0,3.8,0.0,9,31.0,11,11,13.0,17.0,85.0,65.0,1020.6,1020.4,8.0,0.0,15.6,17.6,0.0,0.0,2009,2,21,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
14.8,21.7,0.0,2.2,12.5,3,33.0,3,10,17.0,19.0,61.0,47.0,1018.5,1015.2,6.0,3.0,15.9,21.5,0.0,0.0,2009,2,22,6,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
9.4,21.8,0.0,5.4,8.3,14,54.0,4,14,15.0,37.0,71.0,86.0,1009.5,1012.5,2.0,8.0,17.1,17.1,0.0,0.0,2009,2,23,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
12.2,17.9,0.2,4.8,11.7,9,35.0,9,12,13.0,20.0,59.0,49.0,1021.0,1021.7,6.0,3.0,14.3,16.6,0.0,0.0,2009,2,24,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
12.1,19.3,0.0,4.8,10.0,10,35.0,3,10,9.0,19.0,76.0,64.0,1021.8,1020.7,8.0,6.0,14.4,18.2,0.0,0.0,2009,2,25,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
11.8,24.4,0.0,4.6,9.8,2,31.0,2,1,20.0,22.0,87.0,56.0,1018.4,1016.3,2.0,6.0,14.4,22.2,0.0,0.0,2009,2,26,3,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
12.4,30.1,0.0,8.2,11.9,16,54.0,4,13,13.0,30.0,44.0,57.0,1010.0,1010.3,3.0,6.0,20.4,23.3,0.0,0.0,2009,2,27,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
12.7,19.5,0.0,8.0,4.8,16,33.0,9,13,13.0,19.0,66.0,52.0,1015.1,1015.6,8.0,6.0,16.1,18.8,0.0,0.0,2009,2,28,5,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
13.6,18.7,0.0,4.0,6.0,10,31.0,12,10,15.0,17.0,62.0,45.0,1016.9,1016.4,8.0,6.0,14.6,17.5,0.0,0.0,2009,3,1,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
7.9,22.5,0.0,3.8,9.0,1,41.0,2,1,11.0,17.0,77.0,43.0,1015.4,1011.4,3.0,1.0,14.4,21.8,0.0,1.0,2009,3,2,0,0,1.0,6.123233995736766e-17,0.0,1.0
14.3,29.0,1.6,8.0,1.9,15,72.0,4,14,24.0,41.0,67.0,97.0,1000.5,1000.8,8.0,8.0,21.9,16.2,1.0,1.0,2009,3,3,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
10.4,17.1,13.0,4.4,5.8,14,87.0,14,16,48.0,43.0,84.0,60.0,1009.5,1013.6,7.0,8.0,11.4,15.2,1.0,1.0,2009,3,4,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
11.3,16.0,1.4,3.0,7.8,13,50.0,12,12,17.0,17.0,98.0,93.0,1018.9,1019.5,8.0,8.0,13.4,14.7,1.0,1.0,2009,3,5,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
12.2,16.6,3.0,3.0,0.0,14,28.0,13,14,7.0,17.0,70.0,70.0,1018.0,1016.7,7.0,7.0,13.8,15.9,1.0,1.0,2009,3,6,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
11.2,17.5,2.6,1.2,5.8,12,28.0,12,12,9.0,15.0,98.0,62.0,1017.4,1018.2,6.0,6.0,13.3,15.5,1.0,0.0,2009,3,7,5,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
12.0,17.1,0.8,3.6,7.4,3,37.0,10,10,11.0,20.0,81.0,68.0,1022.0,1021.9,7.0,6.0,13.0,15.5,0.0,0.0,2009,3,8,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
12.6,18.8,0.0,4.0,11.2,10,37.0,3,3,15.0,22.0,68.0,60.0,1022.2,1020.5,5.0,4.0,15.1,18.2,0.0,0.0,2009,3,9,0,0,1.0,6.123233995736766e-17,0.0,1.0
14.7,21.3,0.0,4.2,4.9,3,41.0,10,10,24.0,26.0,91.0,71.0,1020.9,1019.3,8.0,6.0,16.1,19.7,0.0,0.0,2009,3,10,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
15.2,23.8,0.0,3.0,4.6,3,35.0,1,10,15.0,17.0,95.0,65.0,1020.2,1017.4,8.0,5.0,16.2,21.7,0.0,0.0,2009,3,11,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
15.1,27.3,0.0,5.0,10.5,14,35.0,4,14,9.0,26.0,84.0,68.0,1015.7,1014.5,3.0,3.0,18.4,23.3,0.0,0.0,2009,3,12,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
15.4,25.2,0.0,4.0,8.7,3,22.0,0,9,0.0,9.0,97.0,62.0,1016.2,1014.0,8.0,1.0,15.9,23.4,0.0,1.0,2009,3,13,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
14.3,19.1,10.8,6.4,8.1,14,69.0,14,16,26.0,41.0,93.0,88.0,1008.3,1008.8,5.0,6.0,14.5,11.6,1.0,1.0,2009,3,14,5,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
10.7,17.4,12.4,4.6,7.8,16,57.0,16,16,30.0,39.0,59.0,58.0,1011.1,1011.7,7.0,6.0,13.0,15.2,1.0,1.0,2009,3,15,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
11.7,16.7,2.8,3.0,5.9,16,50.0,16,13,20.0,22.0,93.0,73.0,1013.4,1015.3,5.0,7.0,12.4,15.3,1.0,0.0,2009,3,16,0,0,1.0,6.123233995736766e-17,0.0,1.0
12.0,15.1,0.6,3.0,0.0,12,28.0,12,9,9.0,13.0,69.0,69.0,1019.7,1019.9,7.0,8.0,13.1,14.3,0.0,0.0,2009,3,17,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
7.6,21.0,0.0,1.8,9.5,14,26.0,6,14,13.0,9.0,89.0,51.0,1016.4,1013.2,2.0,8.0,10.6,20.2,0.0,0.0,2009,3,18,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
10.5,20.5,0.2,5.2,10.7,14,33.0,8,9,13.0,13.0,62.0,66.0,1012.0,1013.3,1.0,2.0,17.9,18.5,0.0,0.0,2009,3,19,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
5.9,21.5,0.0,3.2,10.6,0,0.0,0,10,0.0,9.0,99.0,58.0,1016.4,1013.8,2.0,0.0,12.7,20.8,0.0,0.0,2009,3,20,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
10.8,33.6,0.0,3.6,7.5,8,56.0,4,8,9.0,37.0,76.0,19.0,1010.3,1007.0,1.0,0.0,15.6,31.3,0.0,1.0,2009,3,21,5,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
13.7,17.2,2.0,4.0,1.5,12,33.0,9,9,17.0,17.0,78.0,64.0,1015.4,1016.4,7.0,7.0,14.3,15.7,1.0,0.0,2009,3,22,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
6.8,17.9,0.0,2.8,10.5,0,0.0,0,9,0.0,15.0,90.0,51.0,1018.6,1017.7,4.0,2.0,10.6,16.7,0.0,0.0,2009,3,23,0,0,1.0,6.123233995736766e-17,0.0,1.0
5.1,17.8,0.0,3.8,0.2,1,24.0,4,1,9.0,15.0,96.0,70.0,1017.7,1015.0,8.0,8.0,9.4,17.1,0.0,1.0,2009,3,24,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
9.3,21.0,4.4,3.0,6.5,14,31.0,7,14,7.0,20.0,98.0,72.0,1015.9,1015.6,8.0,4.0,15.2,20.1,1.0,0.0,2009,3,25,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
14.9,19.2,0.0,1.8,7.2,16,50.0,14,16,24.0,31.0,87.0,60.0,1020.4,1023.5,5.0,3.0,16.2,17.3,0.0,0.0,2009,3,26,3,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
5.8,17.9,0.0,3.6,9.4,15,31.0,16,14,4.0,19.0,89.0,56.0,1028.0,1026.9,7.0,3.0,10.9,17.3,0.0,0.0,2009,3,27,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
3.2,23.2,0.0,2.6,10.7,16,26.0,7,14,7.0,20.0,99.0,47.0,1023.2,1020.8,0.0,0.0,9.5,20.8,0.0,0.0,2009,3,28,5,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
3.3,20.1,0.0,4.8,10.5,10,31.0,16,9,6.0,15.0,74.0,70.0,1022.4,1023.0,0.0,3.0,11.5,19.6,0.0,0.0,2009,3,29,6,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
11.4,18.5,0.0,3.0,8.1,3,43.0,3,10,22.0,24.0,67.0,63.0,1026.8,1025.8,6.0,5.0,14.8,17.4,0.0,0.0,2009,3,30,0,0,1.0,6.123233995736766e-17,0.0,1.0
14.7,24.8,0.0,3.2,8.1,1,26.0,1,12,13.0,9.0,90.0,52.0,1022.3,1020.0,0.0,0.0,15.4,24.4,0.0,0.0,2009,3,31,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
12.0,30.5,0.0,4.0,10.2,0,0.0,4,4,17.0,13.0,58.0,25.0,1020.6,1019.1,5.0,4.0,18.7,29.7,0.0,0.0,2009,4,1,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
0.0,31.1,0.0,6.4,8.7,12,37.0,4,7,13.0,20.0,0.0,32.0,0.0,1016.2,7.0,6.0,19.5,29.7,0.0,0.0,2009,4,2,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
13.3,0.0,0.2,5.6,5.5,0,0.0,16,14,20.0,37.0,70.0,66.0,1018.4,1017.0,4.0,7.0,13.8,16.5,0.0,0.0,2009,4,3,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0.0,16.9,0.2,3.4,1.2,13,39.0,13,14,15.0,24.0,65.0,100.0,1024.1,1023.7,4.0,6.0,12.6,15.9,0.0,1.0,2009,4,4,5,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
12.2,17.0,5.4,1.6,5.0,14,57.0,14,13,28.0,28.0,92.0,53.0,1019.9,1021.0,7.0,6.0,13.9,15.0,1.0,0.0,2009,4,5,6,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
8.2,15.1,0.2,2.6,3.2,13,39.0,12,12,20.0,19.0,58.0,61.0,1027.6,1027.6,7.0,6.0,12.8,13.6,0.0,0.0,2009,4,6,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
10.6,15.9,1.0,2.2,5.0,12,30.0,12,9,11.0,17.0,88.0,81.0,1031.5,1030.1,8.0,7.0,12.8,14.4,0.0,1.0,2009,4,7,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
10.2,15.3,2.4,1.2,3.6,9,20.0,9,9,9.0,11.0,91.0,80.0,1029.2,1027.1,7.0,7.0,13.5,14.4,1.0,1.0,2009,4,8,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
10.2,17.0,1.6,1.2,4.5,12,20.0,0,12,0.0,13.0,89.0,65.0,1023.5,1020.0,8.0,1.0,12.4,16.3,1.0,0.0,2009,4,9,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
7.7,19.3,0.0,1.4,5.4,14,31.0,7,14,11.0,20.0,89.0,68.0,1020.9,1020.2,3.0,1.0,12.9,17.1,0.0,0.0,2009,4,10,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
8.0,19.9,0.0,1.6,8.9,14,26.0,6,16,9.0,19.0,88.0,51.0,1023.9,1021.8,5.0,3.0,13.8,18.5,0.0,0.0,2009,4,11,5,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
7.2,19.7,0.2,2.0,9.4,5,22.0,8,12,7.0,13.0,97.0,57.0,1023.3,1021.8,2.0,1.0,13.7,17.5,0.0,0.0,2009,4,12,6,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
5.7,22.2,0.0,2.6,9.8,3,22.0,6,9,9.0,11.0,89.0,56.0,1021.7,1017.7,0.0,1.0,10.8,19.3,0.0,0.0,2009,4,13,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
10.0,18.8,0.2,4.4,8.5,15,57.0,15,14,20.0,41.0,81.0,55.0,1012.8,1010.5,4.0,3.0,15.3,17.4,0.0,1.0,2009,4,14,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
8.7,15.1,6.6,4.8,7.3,8,104.0,16,16,37.0,26.0,62.0,59.0,1008.2,1011.5,7.0,6.0,11.7,13.4,1.0,0.0,2009,4,15,2,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
9.3,17.2,0.2,2.2,8.1,8,52.0,7,15,26.0,37.0,75.0,56.0,1009.1,1009.3,4.0,3.0,12.6,16.6,0.0,0.0,2009,4,16,3,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
11.3,17.4,0.8,3.0,7.2,14,37.0,8,14,19.0,22.0,93.0,74.0,1016.6,1017.6,8.0,6.0,14.2,16.3,0.0,1.0,2009,4,17,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
11.8,16.8,1.4,1.8,3.7,16,26.0,16,12,13.0,13.0,92.0,82.0,1024.1,1024.2,7.0,5.0,15.0,15.5,1.0,0.0,2009,4,18,5,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
